critic,fresh,publication,quote,review_date,imdb,rtid,title
Peter Rainer,rotten,Christian Science Monitor,"It tries very hard to be fanciful, lyrical, sentimental, magical, rapturous, romantic, heartwarming, tear-jerking and inspiring. The result, however, is a goulash of half-baked bathos.",2007-11-21,426931,770413356,August Rush
Roger Ebert,fresh,Chicago Sun-Times,"I dislike sentimentality where it doesn't belong, but there's something brave about the way August Rush declares itself and goes all the way with coincidence, melodrama and skillful tear-jerking.",2007-11-21,426931,770413356,August Rush
Andrea Gronvall,rotten,Chicago Reader,An exercise in dissonance.,2007-11-21,426931,770413356,August Rush
Dave Kehr,fresh,New York Daily News,"The film is a technical tour de force, featuring a wealth of inventive design ideas. But James never develops the emotional dimension that Nightmare possessed.",2014-11-11,116683,10249,James and the Giant Peach
Jeff Strickler,fresh,Minneapolis Star Tribune,"A snappy, fun adaptation that entertains young viewers without speaking down to them.",2014-11-11,116683,10249,James and the Giant Peach
Anthony Lane,fresh,New Yorker,"As a tribute to the cranky genius of Dahl, it's both fond and, in the best sense, fruitful.",2013-11-18,116683,10249,James and the Giant Peach
Jay Boyar,fresh,Orlando Sentinel,This movie remembers what fun is.,2013-11-18,116683,10249,James and the Giant Peach
Steven Rea,fresh,Philadelphia Inquirer,"James and the Giant Peach shines with weird, whimsical invention.",2013-11-18,116683,10249,James and the Giant Peach
Gene Siskel,fresh,Chicago Tribune,Another superb stop-action animated film from the same team responsible for Tim Burton's The Nightmare Before Christmas.,2013-11-18,116683,10249,James and the Giant Peach
Michael Wilmington,fresh,Chicago Tribune,"One of the brightest, giddiest and most outlandishly exciting of all the Disney Studio's recent major feature cartoons.",2013-11-18,116683,10249,James and the Giant Peach
Doug Thomas,fresh,Seattle Times,James and the Giant Peach proves the best effects are even better with a strong story.,2013-11-18,116683,10249,James and the Giant Peach
Owen Gleiberman,fresh,Entertainment Weekly,"At its lyrical best, James and the Giant Peach, an adaptation of Roald Dahl's 1961 children's classic, evokes the casual enchantment of a book that, for many kids (including me), cast the spell of a goofily blissed-out mirage.",2011-09-07,116683,10249,James and the Giant Peach
Susan Stark,fresh,Detroit News,,2008-10-18,116683,10249,James and the Giant Peach
Richard Corliss,fresh,TIME Magazine,We fully anticipate the wrath of several generations of possessive children when we declare that the new Disney film of James and the Giant Peach is an improvement on Roald Dahl's 1961 backyard fantasy.,2008-09-03,116683,10249,James and the Giant Peach
Jeremy Gerard,fresh,Variety,An extraordinary achievement.,2008-09-03,116683,10249,James and the Giant Peach
Hal Hinson,fresh,Washington Post,The latest in an impressive string of first-rate movies for kids.,2008-09-03,116683,10249,James and the Giant Peach
Wally Hammond,fresh,Time Out,"Despite a lightness of plot, it most beautifully captures the book's free-floating, fantastic sense of adventure and wonder.",2006-06-24,116683,10249,James and the Giant Peach
Peter Stack,fresh,San Francisco Chronicle,"James and the Giant Peach is frequently so alluring that viewers may feel the urge to get lost in the picture's curious shadings, intricate merriment and fantastical atmosphere.",2002-06-18,116683,10249,James and the Giant Peach
Kenneth Turan,rotten,Los Angeles Times,"In general the magic as well as the heart of Roald Dahl's novel has remained stubbornly on the page, leaving us with this overly mechanical copy, as appetizing as a once-flavorful peach that's been in cold storage for far too long.",2001-02-14,116683,10249,James and the Giant Peach
James Berardinelli,fresh,ReelViews,"This weird story has been transformed into a playful, visually arresting experience with more than a few allusions to The Wizard of Oz.",2000-01-01,116683,10249,James and the Giant Peach
Janet Maslin,fresh,New York Times,"James and the Giant Peach, the latest animated film from Disney, is a technological marvel, arch and innovative with a daringly offbeat visual conception. But it's also a strenuously artful film with a macabre edge that may scare small children.",2000-01-01,116683,10249,James and the Giant Peach
Susan Wloszczyna,fresh,USA Today,A stunner with a breathtaking array of eye-teasers.,2000-01-01,116683,10249,James and the Giant Peach
Roger Ebert,fresh,Chicago Sun-Times,"It will, I think, entertain kids for whom stop-motion animation is the last thing they're thinking about.",2000-01-01,116683,10249,James and the Giant Peach
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,116287,13560,Fear
,none,Time Out,,2006-01-26,116287,13560,Fear
Jack Mathews,none,Los Angeles Times,,2001-02-14,116287,13560,Fear
Susan Stark,rotten,Detroit News,,2000-01-01,116287,13560,Fear
Stephen Holden,none,New York Times,,2000-01-01,116287,13560,Fear
Susan Wloszczyna,rotten,USA Today,"For a while, the cast is appealing enough, and the design is House Beautiful enough, to camouflage the Fatal flaws that turn the second half into an overblown, predictable snicker-fest.",2000-01-01,116287,13560,Fear
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,116287,13560,Fear
James Berardinelli,rotten,ReelViews,,2000-01-01,116287,13560,Fear
Hal Hinson,none,Washington Post,,2000-01-01,116287,13560,Fear
,fresh,Entertainment Weekly,,1996-04-12,116287,13560,Fear
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,116768,13425,Kids in the Hall: Brain Candy
Leonard Klady,fresh,Variety,The ensemble is assured and adroitly gets the gags across without telegraphing punch lines.,2008-05-19,116768,13425,Kids in the Hall: Brain Candy
David Ansen,fresh,Newsweek,"A twisted comedy for twisted times, this movie made me happy. Go figure.",2008-03-31,116768,13425,Kids in the Hall: Brain Candy
Geoff Andrew,rotten,Time Out,A quintet of Canadian TV comedians hit the cinema screen with a splat.,2006-02-09,116768,13425,Kids in the Hall: Brain Candy
Edward Guthmann,fresh,San Francisco Chronicle,"A splendid showcase for their diverse, frisky talents.",2002-06-18,116768,13425,Kids in the Hall: Brain Candy
Rita Kempley,rotten,Washington Post,[A] shrill and slovenly opus.,2000-01-01,116768,13425,Kids in the Hall: Brain Candy
Janet Maslin,rotten,New York Times,"Isn't anything more than a sloppy showcase for the group's costume-changing tricks, but sometimes its sheer chutzpah can be amusing.",2000-01-01,116768,13425,Kids in the Hall: Brain Candy
Andy Seiler,rotten,USA Today,Some of this is very funny; much of it isn't.,2000-01-01,116768,13425,Kids in the Hall: Brain Candy
Susan Stark,rotten,Detroit News,,2000-01-01,116768,13425,Kids in the Hall: Brain Candy
Roger Ebert,rotten,Chicago Sun-Times,"Reader, I did not laugh.",2000-01-01,116768,13425,Kids in the Hall: Brain Candy
,rotten,Entertainment Weekly,,1996-04-12,116768,13425,Kids in the Hall: Brain Candy
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,116269,16092,Faithful
Joe Leydon,none,Variety,,2008-08-06,116269,16092,Faithful
Janet Maslin,none,New York Times,,2003-05-20,116269,16092,Faithful
Peter Stack,none,San Francisco Chronicle,,2002-06-18,116269,16092,Faithful
Jack Mathews,none,Los Angeles Times,,2001-02-14,116269,16092,Faithful
Mike Clark,rotten,USA Today,"If I had Diabolique and Faithful in theaters simultaneously, I'd hire a hit man to take myself out.",2000-01-01,116269,16092,Faithful
James Berardinelli,fresh,ReelViews,,2000-01-01,116269,16092,Faithful
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,116269,16092,Faithful
Susan Stark,rotten,Detroit News,,2000-01-01,116269,16092,Faithful
,none,Washington Post,,2000-01-01,116269,16092,Faithful
,rotten,Entertainment Weekly,,1996-04-05,116269,16092,Faithful
Dave Kehr,fresh,New York Daily News,"Delirious in its excess, but never less than ferociously intelligent and operatically emotional, Underground represents one of those rare, exhilarating moments when an outsize artistic vision is fueled by an apparently unlimited budget. Not to be missed.",2014-09-23,114787,18629,Underground
Jonathan Rosenbaum,fresh,Chicago Reader,A triumph of mise en scene mated to a comic vision that keeps topping its own hyperbole.,2014-09-23,114787,18629,Underground
John Hartl,fresh,Seattle Times,"A rich, vibrant, visually spectacular survey of the changes the place has gone through during the past 50 years.",2014-09-23,114787,18629,Underground
Michael Wilmington,fresh,Chicago Tribune,Kusturica takes us from wacky farce to harrowing grief to lyrical fantasy to bloody horror. To ignore any side of Underground is to do it injustice.,2014-09-23,114787,18629,Underground
Joshua Klein,rotten,AV Club,"Underground is a bizarre, often repellent anti-war parable that takes forever to state the obvious but hits some scattered high notes on the way.",2014-09-23,114787,18629,Underground
Deborah Young,fresh,Variety,"Emir Kusturica's epic black comedy about Yugoslavia from 1941 to 1992 is a three-hour steamroller circus that leaves the viewer dazed and exhausted, but mightily impressed.",2009-03-26,114787,18629,Underground
Geoff Andrew,rotten,Time Out,"There's no denying Kusturica's technical virtuosity as he mounts one hectic, large-scale set-piece after another, but in the end it's hard to fathom the exact purpose of this epic allegory.",2006-02-09,114787,18629,Underground
Kevin Thomas,fresh,Los Angeles Times,"A sprawling, rowdy, vital film laced with both outrageous absurdist dark humor and unspeakable pain, suffering and injustice.",2001-02-14,114787,18629,Underground
Janet Maslin,fresh,New York Times,"Feverish, whimsical allegory elevated by moments of brilliant clarity.",2000-01-01,114787,18629,Underground
Jeff Millar,fresh,Houston Chronicle,The film can be both frenetic and strained. But it also has has a great deal of power and can be quite haunting.,2000-01-01,114787,18629,Underground
Geoff Andrew,none,Time Out,,2006-06-24,113720,19435,Lust och fägring stor
,none,Los Angeles Times,,2001-11-13,113720,19435,Lust och fägring stor
,fresh,TIME Magazine,"It is a pastoral poem dappled with the play of brilliant images and strong, dark feelings, a luminous revelation of Indian life in language that all the world can understand.",2011-10-17,48473,20091,Pather Panchali
Jonathan Rosenbaum,fresh,Chicago Reader,Satyajit Ray's beautiful first feature.,2007-10-24,48473,20091,Pather Panchali
Variety Staff,fresh,Variety,"Film justly won the 'most human document award' at the 1956 Cannes Film Fest, unveiling a mature film talent in director Satyajit Ray.",2007-10-24,48473,20091,Pather Panchali
Geoff Andrew,fresh,Time Out,"A masterpiece, inarguably.",2006-06-24,48473,20091,Pather Panchali
Bosley Crowther,fresh,New York Times,There are lovely little threads in the strange fabric. It's a film that takes patience to be enjoyed.,2003-05-20,48473,20091,Pather Panchali
Roger Ebert,fresh,Chicago Sun-Times,"The great, sad, gentle sweep of The Apu Trilogy remains in the mind of the moviegoer as a promise of what film can be.",2001-03-21,48473,20091,Pather Panchali
Edward Guthmann,fresh,San Francisco Chronicle,One of the legendary debuts in the history of film -- deservedly so.,2000-01-01,48473,20091,Pather Panchali
James Berardinelli,fresh,ReelViews,"This is the kind of motion picture that will stay with you for hours, or perhaps even days, after you've left the theater, and that's a rare characteristic for any movie.",2000-01-01,48473,20091,Pather Panchali
,fresh,TIME Magazine,"The World of Apu completes, in alternations of suffering and joy, one of the most vital and abundant movies ever made.",2012-08-14,52572,770674866,Apur Sansar
,fresh,Time Out,"Great acting, remarkable use of locations, a humanistic ethos that's both wise and wary.",2012-08-07,52572,770674866,Apur Sansar
Variety Staff,fresh,Variety,"Director Satyajit Ray, with greater technical means, makes the truth of his relationships and the revelation of India the main trumps of the film. Wit, tenderness and intrinsic human revelations illuminate this unusual film.",2007-10-24,52572,770674866,Apur Sansar
Jonathan Rosenbaum,fresh,Chicago Reader,"Though the rhythm of the storytelling is choppy and Apu himself seems incompletely realized, the first appearance of the remarkable Sharmila Tagore as his well-to-do bride upgrades the film's middle section.",2007-10-24,52572,770674866,Apur Sansar
Bosley Crowther,fresh,New York Times,An impressive capstone is put not only upon a touching human drama but also upon the development of a genuine artist's skill.,2003-05-20,52572,770674866,Apur Sansar
Roger Ebert,fresh,Chicago Sun-Times,What we sense all through The Apu Trilogy is a different kind of life than we are used to.,2001-03-21,52572,770674866,Apur Sansar
Edward Guthmann,fresh,San Francisco Chronicle,"The Apu Trilogy, 36 years after its completion, remains one of the screen's great gifts.",2000-01-01,52572,770674866,Apur Sansar
James Berardinelli,fresh,ReelViews,"The 'Apu Trilogy' is a true masterpiece, and The World of Apu is its crown jewel.",2000-01-01,52572,770674866,Apur Sansar
Gene Siskel,fresh,Chicago Tribune,"For many, a little of this joking will go a long way; devoted fans, however, will wish for a double-bill. Count me closer to the latter group.",2014-09-02,117128,12431,Mystery Science Theater 3000: The Movie
Dave Kehr,fresh,New York Daily News,"There are still enough bad makeup jobs, pretentious lines, and coy sexual situations to give the chattering puppets plenty of fodder.",2014-09-02,117128,12431,Mystery Science Theater 3000: The Movie
Steven Rea,fresh,Philadelphia Inquirer,"If you're in the mood for some knuckleheaded comedy at the expense of -- in mad scientist Dr. Forrester's words -- ""a stinky cinematic suppository called This Island Earth,"" then get thee to some place playing MST3K.",2014-09-02,117128,12431,Mystery Science Theater 3000: The Movie
Janet I. Tu,fresh,Seattle Times,It's a fun enough way to pass the time. And fans of the TV version of MST3K certainly won't be disappointed. But it would be just as much -- if not more -- fun watching it in your own living room with a bunch of rowdy pals.,2014-09-02,117128,12431,Mystery Science Theater 3000: The Movie
